CO,Date,Main Pollutant,NO2,Overall AQI Value,Ozone,PM10,PM25,Site ID (of Overall AQI),Site Name (of Overall AQI),Source (of Overall AQI),source_file
13,09/07/2016,Ozone,38,129,129,45,82,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
9,09/08/2016,Ozone,33,97,97,38,83,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
10,09/09/2016,Ozone,38,87,87,43,82,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
11,09/10/2016,Ozone,33,108,108,37,79,06-037-0016,Glendora,AQS,aqidaily2016.csv
10,09/11/2016,PM2.5,28,72,64,30,72,06-037-1201,Reseda,AQS,aqidaily2016.csv
9,09/12/2016,PM2.5,25,77,46,32,77,06-037-1201,Reseda,AQS,aqidaily2016.csv
9,09/13/2016,PM2.5,36,60,43,20,60,06-037-1201,Reseda,AQS,aqidaily2016.csv
10,09/14/2016,Ozone,38,74,74,22,63,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
11,09/15/2016,Ozone,38,84,84,36,69,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
13,09/16/2016,Ozone,44,112,112,42,72,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
13,09/17/2016,Ozone,38,126,126,40,77,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
14,09/18/2016,Ozone,44,147,147,27,78,06-037-0016,Glendora,AQS,aqidaily2016.csv
15,09/19/2016,PM2.5,54,76,67,37,76,06-037-1201,Reseda,AQS,aqidaily2016.csv
16,09/20/2016,Ozone,45,71,71,36,67,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
15,09/21/2016,Ozone,41,84,84,33,64,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
10,09/22/2016,PM10,31,77,44,77,69,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
14,09/23/2016,PM2.5,43,68,50,44,68,06-037-1201,Reseda,AQS,aqidaily2016.csv
18,09/24/2016,Ozone,55,100,100,39,69,06-059-2022,Mission Viejo,AQS,aqidaily2016.csv
15,09/25/2016,Ozone,50,112,112,36,65,06-037-0016,Glendora,AQS,aqidaily2016.csv
16,09/26/2016,Ozone,62,64,64,28,60,06-037-5005,LAX Hastings,AQS,aqidaily2016.csv
15,09/27/2016,Ozone,56,67,67,52,63,06-059-2022,Mission Viejo,AQS,aqidaily2016.csv
13,09/28/2016,Ozone,43,77,77,34,66,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
16,09/29/2016,Ozone,62,97,97,28,66,06-037-1201,Reseda,AQS,aqidaily2016.csv
16,09/30/2016,Ozone,52,74,74,26,68,06-059-2022,Mission Viejo,AQS,aqidaily2016.csv
13,10/01/2016,PM2.5,34,70,51,31,70,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
14,10/02/2016,Ozone,26,74,74,30,72,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
11,10/03/2016,PM2.5,42,66,49,48,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
11,10/04/2016,PM2.5,34,65,54,31,65,06-037-1201,Reseda,AQS,aqidaily2016.csv
11,10/05/2016,PM2.5,43,64,61,42,64,06-037-1201,Reseda,AQS,aqidaily2016.csv
16,10/06/2016,Ozone,58,80,80,35,67,06-037-0016,Glendora,AQS,aqidaily2016.csv
20,10/07/2016,PM2.5,72,78,77,30,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
20,10/08/2016,Ozone,67,105,105,31,74,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
19,10/09/2016,Ozone,43,108,108,29,62,06-037-0016,Glendora,AQS,aqidaily2016.csv
16,10/10/2016,NO2,63,63,46,26,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
14,10/11/2016,PM2.5,40,69,44,32,69,06-037-1201,Reseda,AQS,aqidaily2016.csv
14,10/12/2016,PM2.5,41,76,45,37,76,06-037-1201,Reseda,AQS,aqidaily2016.csv
16,10/13/2016,PM2.5,45,79,74,42,79,06-037-1201,Reseda,AQS,aqidaily2016.csv
14,10/14/2016,PM2.5,45,84,77,50,84,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
13,10/15/2016,PM2.5,25,71,43,31,71,06-037-1201,Reseda,AQS,aqidaily2016.csv
13,10/16/2016,PM2.5,16,55,36,53,55,06-037-1201,Reseda,AQS,aqidaily2016.csv
14,10/17/2016,PM2.5,41,56,42,16,56,06-037-1201,Reseda,AQS,aqidaily2016.csv
17,10/18/2016,NO2,62,62,46,31,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
22,10/19/2016,NO2,81,81,47,34,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
25,10/20/2016,NO2,71,71,51,27,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
25,10/21/2016,Ozone,70,77,77,49,66,06-059-2022,Mission Viejo,AQS,aqidaily2016.csv
22,10/22/2016,Ozone,48,77,77,26,66,06-037-9033,Lancaster-Division Street,AQS,aqidaily2016.csv
16,10/23/2016,PM2.5,31,67,40,20,67,06-037-1201,Reseda,AQS,aqidaily2016.csv
18,10/24/2016,PM2.5,42,71,33,19,71,06-037-1201,Reseda,AQS,aqidaily2016.csv
18,10/25/2016,PM2.5,40,65,43,25,65,06-037-1201,Reseda,AQS,aqidaily2016.csv
19,10/26/2016,PM2.5,47,65,44,31,65,06-037-1201,Reseda,AQS,aqidaily2016.csv
23,10/27/2016,PM2.5,66,67,42,45,67,06-037-1201,Reseda,AQS,aqidaily2016.csv
16,10/28/2016,PM2.5,45,55,28,24,55,06-037-1201,Reseda,AQS,aqidaily2016.csv
14,10/29/2016,PM2.5,36,57,32,16,57,06-037-1201,Reseda,AQS,aqidaily2016.csv
10,10/30/2016,PM2.5,27,60,29,13,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
9,10/31/2016,PM2.5,41,57,39,14,57,06-037-1201,Reseda,AQS,aqidaily2016.csv
9,11/01/2016,PM2.5,34,63,43,24,63,06-037-1201,Reseda,AQS,aqidaily2016.csv
20,11/02/2016,NO2,66,66,44,33,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
28,11/03/2016,NO2,80,80,43,43,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
24,11/04/2016,PM2.5,58,71,50,31,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
15,11/05/2016,PM2.5,50,80,74,32,80,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
11,11/06/2016,PM2.5,36,83,58,28,83,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
15,11/07/2016,PM2.5,64,84,48,31,84,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
24,11/08/2016,NO2,95,95,47,52,75,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
25,11/09/2016,NO2,65,65,46,25,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,11/10/2016,NO2,72,72,47,30,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
24,11/11/2016,NO2,68,68,47,27,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
19,11/12/2016,PM2.5,54,70,46,35,70,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
19,11/13/2016,Ozone,53,74,74,28,65,06-037-0113,West Los Angeles,AQS,aqidaily2016.csv
25,11/14/2016,NO2,73,73,67,49,72,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
19,11/15/2016,PM2.5,61,87,50,38,87,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
18,11/16/2016,PM2.5,42,77,46,54,77,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
13,11/17/2016,NO2,74,74,44,39,68,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,11/18/2016,PM2.5,54,57,40,25,57,06-037-1201,Reseda,AQS,aqidaily2016.csv
23,11/19/2016,PM2.5,48,72,40,36,72,06-037-1201,Reseda,AQS,aqidaily2016.csv
19,11/20/2016,PM2.5,37,66,37,27,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
8,11/21/2016,PM2.5,42,57,36,11,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
11,11/22/2016,PM2.5,52,59,38,22,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
20,11/23/2016,PM2.5,53,74,39,31,74,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,11/24/2016,PM2.5,46,68,43,23,68,06-037-4004,Long Beach (South),AQS,aqidaily2016.csv
18,11/25/2016,PM2.5,43,82,41,22,82,06-037-1201,Reseda,AQS,aqidaily2016.csv
27,11/26/2016,PM2.5,41,88,42,22,88,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
11,11/27/2016,PM2.5,32,56,39,12,56,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
13,11/28/2016,PM2.5,41,64,38,21,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
15,11/29/2016,PM2.5,51,61,37,28,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,11/30/2016,PM2.5,51,63,34,20,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
18,12/01/2016,PM2.5,50,72,41,19,72,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
24,12/02/2016,PM2.5,57,69,44,60,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
33,12/03/2016,PM2.5,55,71,42,32,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
41,12/04/2016,PM2.5,48,90,37,34,90,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
26,12/05/2016,PM2.5,44,83,40,32,83,06-037-1201,Reseda,AQS,aqidaily2016.csv
17,12/06/2016,PM2.5,50,70,41,32,70,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
19,12/07/2016,PM2.5,56,77,41,31,77,06-037-1201,Reseda,AQS,aqidaily2016.csv
25,12/08/2016,PM2.5,55,74,42,38,74,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,12/09/2016,PM2.5,47,80,27,43,80,06-037-0016,Glendora,AQS,aqidaily2016.csv
14,12/10/2016,PM2.5,35,116,26,38,116,06-037-1201,Reseda,AQS,aqidaily2016.csv
13,12/11/2016,PM2.5,28,97,29,36,97,06-037-6012,Santa Clarita,AQS,aqidaily2016.csv
13,12/12/2016,PM2.5,40,85,35,26,85,06-037-1201,Reseda,AQS,aqidaily2016.csv
15,12/13/2016,PM2.5,46,96,31,48,96,06-037-0016,Glendora,AQS,aqidaily2016.csv
23,12/14/2016,PM2.5,63,135,28,55,135,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2016.csv
19,12/15/2016,PM2.5,58,106,25,40,106,06-037-1201,Reseda,AQS,aqidaily2016.csv
8,12/16/2016,Ozone,26,42,42,18,37,06-059-1003,Costa Mesa,AQS,aqidaily2016.csv
16,12/17/2016,PM2.5,38,61,39,18,61,06-037-1201,Reseda,AQS,aqidaily2016.csv
28,12/18/2016,PM2.5,43,64,44,19,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
35,12/19/2016,NO2,70,70,44,21,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
17,12/20/2016,NO2,77,77,40,61,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
16,12/21/2016,NO2,63,63,33,20,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2016.csv
13,12/22/2016,PM2.5,43,56,32,11,56,06-037-1201,Reseda,AQS,aqidaily2016.csv
15,12/23/2016,PM2.5,39,66,43,11,66,06-037-1201,Reseda,AQS,aqidaily2016.csv
11,12/24/2016,PM2.5,31,54,42,10,54,06-037-1201,Reseda,AQS,aqidaily2016.csv
17,12/25/2016,PM2.5,34,78,39,31,78,06-037-1201,Reseda,AQS,aqidaily2016.csv
19,12/26/2016,PM2.5,42,68,37,28,68,06-037-1302,Compton,AQS,aqidaily2016.csv
18,12/27/2016,PM2.5,50,54,37,23,54,06-037-4004,Long Beach (South),AQS,aqidaily2016.csv
20,12/28/2016,PM2.5,57,64,35,26,64,06-037-4004,Long Beach (South),AQS,aqidaily2016.csv
24,12/29/2016,PM2.5,60,65,35,30,65,06-059-0007,Anaheim,AQS,aqidaily2016.csv
22,12/30/2016,PM2.5,48,56,34,17,56,06-037-1201,Reseda,AQS,aqidaily2016.csv
11,12/31/2016,PM2.5,28,66,38,15,66,06-037-1201,Reseda,AQS,aqidaily2016.csv
27,01/01/2017,PM2.5,30,145,39,28,145,06-037-1302,Compton,AQS,aqidaily2017.csv
13,01/02/2017,PM2.5,36,63,42,10,63,06-037-1201,Reseda,AQS,aqidaily2017.csv
17,01/03/2017,PM2.5,55,70,32,17,70,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
20,01/04/2017,PM2.5,48,75,32,20,75,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,01/05/2017,PM2.5,36,53,31,10,53,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,01/06/2017,PM2.5,42,56,39,31,56,06-037-1201,Reseda,AQS,aqidaily2017.csv
27,01/07/2017,PM2.5,43,74,31,26,74,06-037-1201,Reseda,AQS,aqidaily2017.csv
39,01/08/2017,PM2.5,43,84,34,15,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
17,01/09/2017,PM2.5,40,60,31,11,60,06-037-1201,Reseda,AQS,aqidaily2017.csv
15,01/10/2017,PM2.5,42,61,34,13,61,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,01/11/2017,PM2.5,40,58,41,13,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
13,01/12/2017,PM2.5,38,55,37,7,55,06-037-1201,Reseda,AQS,aqidaily2017.csv
20,01/13/2017,PM2.5,56,65,35,21,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
20,01/14/2017,PM2.5,40,75,38,18,75,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
17,01/15/2017,PM2.5,30,71,40,16,71,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,01/16/2017,PM2.5,48,75,40,25,75,06-037-1201,Reseda,AQS,aqidaily2017.csv
23,01/17/2017,PM2.5,58,71,38,31,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,01/18/2017,PM2.5,47,73,40,26,73,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
7,01/19/2017,PM2.5,49,59,46,26,59,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,01/20/2017,PM2.5,38,50,45,7,50,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
9,01/21/2017,PM2.5,39,54,43,14,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,01/22/2017,PM2.5,28,57,43,6,57,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,01/23/2017,PM2.5,55,55,46,7,55,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,01/24/2017,PM2.5,54,66,40,17,66,06-037-1201,Reseda,AQS,aqidaily2017.csv
18,01/25/2017,PM2.5,61,68,39,24,68,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
22,01/26/2017,PM2.5,62,73,42,19,73,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
22,01/27/2017,PM2.5,60,69,44,22,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
32,01/28/2017,PM2.5,51,78,46,19,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
40,01/29/2017,PM2.5,52,69,45,11,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
30,01/30/2017,NO2,77,77,43,20,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
30,01/31/2017,PM2.5,73,78,42,41,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
23,02/01/2017,PM2.5,54,74,46,26,74,06-037-4002,Long Beach (North),AQS,aqidaily2017.csv
14,02/02/2017,PM2.5,46,77,44,26,77,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,02/03/2017,PM2.5,42,69,31,18,69,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,02/04/2017,PM2.5,30,58,39,12,58,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,02/05/2017,PM2.5,20,70,35,21,70,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,02/06/2017,PM2.5,29,54,32,6,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,02/07/2017,PM2.5,31,52,29,10,52,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,02/08/2017,PM2.5,34,56,27,10,56,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,02/09/2017,PM2.5,40,59,31,22,59,06-059-0007,Anaheim,AQS,aqidaily2017.csv
11,02/10/2017,PM2.5,33,62,32,24,62,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
11,02/11/2017,PM2.5,30,56,40,13,56,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,02/12/2017,PM2.5,36,60,41,24,60,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
22,02/13/2017,PM2.5,45,63,39,16,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
13,02/14/2017,PM2.5,43,64,39,23,64,06-037-1201,Reseda,AQS,aqidaily2017.csv
17,02/15/2017,PM2.5,54,73,44,30,73,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
16,02/16/2017,PM2.5,56,66,43,35,66,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
8,02/17/2017,Ozone,30,49,49,13,46,06-037-0002,Azusa,AQS,aqidaily2017.csv
9,02/18/2017,Ozone,25,50,50,11,36,06-059-1003,Costa Mesa,AQS,aqidaily2017.csv
10,02/19/2017,PM2.5,25,55,44,13,55,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,02/20/2017,PM2.5,35,57,43,14,57,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,02/21/2017,PM2.5,48,61,33,19,61,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,02/22/2017,PM2.5,48,48,44,15,48,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
10,02/23/2017,NO2,50,50,46,12,43,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
11,02/24/2017,NO2,63,63,46,30,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,02/25/2017,PM2.5,38,65,49,19,65,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,02/26/2017,PM2.5,34,54,48,8,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,02/27/2017,PM2.5,48,48,41,11,48,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
14,02/28/2017,PM2.5,57,58,48,15,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,03/01/2017,PM2.5,60,62,46,20,62,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
16,03/02/2017,NO2,66,66,45,43,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,03/03/2017,NO2,56,56,49,19,55,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
17,03/04/2017,PM2.5,42,66,58,17,66,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,03/05/2017,PM2.5,25,53,46,16,53,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,03/06/2017,NO2,48,48,44,17,47,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
14,03/07/2017,PM2.5,52,57,44,33,57,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
19,03/08/2017,PM2.5,62,64,47,35,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
18,03/09/2017,Ozone,71,77,77,31,70,06-037-1201,Reseda,AQS,aqidaily2017.csv
19,03/10/2017,Ozone,89,100,100,35,74,06-037-1201,Reseda,AQS,aqidaily2017.csv
18,03/11/2017,Ozone,45,115,115,29,74,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,03/12/2017,Ozone,42,115,115,33,104,06-059-1003,Costa Mesa,AQS,aqidaily2017.csv
16,03/13/2017,Ozone,69,133,133,40,125,06-059-1003,Costa Mesa,AQS,aqidaily2017.csv
18,03/14/2017,PM2.5,76,102,97,49,102,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
17,03/15/2017,PM2.5,71,84,84,34,84,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
14,03/16/2017,PM2.5,44,75,48,35,75,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
15,03/17/2017,PM2.5,57,90,64,36,90,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
11,03/18/2017,PM2.5,31,101,74,34,101,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
11,03/19/2017,PM2.5,25,82,64,26,82,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
10,03/20/2017,PM2.5,34,66,41,30,66,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,03/21/2017,PM2.5,29,59,34,17,59,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,03/22/2017,PM2.5,32,59,43,12,59,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,03/23/2017,PM2.5,40,49,47,18,49,06-037-0016,Glendora,AQS,aqidaily2017.csv
13,03/24/2017,PM2.5,35,61,49,21,61,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,03/25/2017,PM2.5,28,54,44,19,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,03/26/2017,PM2.5,25,61,49,17,61,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,03/27/2017,PM2.5,36,56,47,27,56,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,03/28/2017,Ozone,46,58,58,31,57,06-059-2022,Mission Viejo,AQS,aqidaily2017.csv
15,03/29/2017,Ozone,58,64,64,32,60,06-037-0016,Glendora,AQS,aqidaily2017.csv
14,03/30/2017,PM2.5,36,61,51,42,61,06-037-4004,Long Beach (South),AQS,aqidaily2017.csv
10,03/31/2017,PM2.5,38,61,51,21,61,06-037-0016,Glendora,AQS,aqidaily2017.csv
13,04/01/2017,PM2.5,37,63,61,30,63,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,04/02/2017,PM2.5,33,63,61,26,63,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
11,04/03/2017,PM2.5,28,78,48,29,78,06-037-1201,Reseda,AQS,aqidaily2017.csv
14,04/04/2017,PM2.5,44,80,71,31,80,06-037-1201,Reseda,AQS,aqidaily2017.csv
15,04/05/2017,Ozone,50,100,100,33,72,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,04/06/2017,PM2.5,42,72,58,34,72,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
7,04/07/2017,Ozone,31,77,77,25,65,06-037-0016,Glendora,AQS,aqidaily2017.csv
7,04/08/2017,PM2.5,20,54,50,15,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
7,04/09/2017,Ozone,37,67,67,19,55,06-037-0002,Azusa,AQS,aqidaily2017.csv
11,04/10/2017,Ozone,56,97,97,27,60,06-037-1201,Reseda,AQS,aqidaily2017.csv
13,04/11/2017,Ozone,48,87,87,28,65,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,04/12/2017,PM2.5,31,60,47,26,60,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,04/13/2017,PM2.5,34,54,44,30,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2017.csv
8,04/14/2017,Ozone,37,58,58,24,53,06-037-1201,Reseda,AQS,aqidaily2017.csv
11,04/15/2017,Ozone,37,112,112,26,58,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,04/16/2017,Ozone,34,108,108,22,59,06-037-0002,Azusa,AQS,aqidaily2017.csv
8,04/17/2017,PM2.5,41,51,41,19,51,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,04/18/2017,PM2.5,34,42,31,18,42,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,04/19/2017,PM2.5,35,54,49,26,54,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,04/20/2017,Ozone,40,71,71,29,58,06-059-2022,Mission Viejo,AQS,aqidaily2017.csv
11,04/21/2017,Ozone,62,140,140,35,65,06-059-2022,Mission Viejo,AQS,aqidaily2017.csv
10,04/22/2017,Ozone,45,161,161,33,65,06-037-0002,Azusa,AQS,aqidaily2017.csv
10,04/23/2017,Ozone,26,84,84,30,63,06-037-0002,Azusa,AQS,aqidaily2017.csv
8,04/24/2017,PM2.5,33,62,51,37,62,06-037-0016,Glendora,AQS,aqidaily2017.csv
8,04/25/2017,Ozone,34,71,71,57,57,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,04/26/2017,Ozone,35,67,67,34,59,06-059-2022,Mission Viejo,AQS,aqidaily2017.csv
8,04/27/2017,Ozone,32,74,74,30,59,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
8,04/28/2017,Ozone,38,84,84,44,55,06-037-0002,Azusa,AQS,aqidaily2017.csv
7,04/29/2017,Ozone,48,100,100,58,52,06-037-0002,Azusa,AQS,aqidaily2017.csv
11,04/30/2017,Ozone,40,112,112,29,61,06-037-0002,Azusa,AQS,aqidaily2017.csv
10,05/01/2017,Ozone,44,140,140,43,65,06-037-1201,Reseda,AQS,aqidaily2017.csv
10,05/02/2017,Ozone,47,147,147,36,67,06-037-6012,Santa Clarita,AQS,aqidaily2017.csv
9,05/03/2017,Ozone,37,156,156,41,71,06-037-6012,Santa Clarita,AQS,aqidaily2017.csv
9,05/04/2017,Ozone,40,126,126,43,69,06-037-0016,Glendora,AQS,aqidaily2017.csv
9,05/05/2017,PM2.5,40,82,58,41,82,06-037-1201,Reseda,AQS,aqidaily2017.csv
8,05/06/2017,PM2.5,17,57,46,18,57,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,05/07/2017,PM2.5,28,61,45,18,61,06-037-0002,Azusa,AQS,aqidaily2017.csv
11,05/08/2017,PM2.5,42,62,50,22,62,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
9,05/09/2017,PM2.5,29,68,47,33,68,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,05/10/2017,PM2.5,31,61,44,20,61,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,05/11/2017,PM2.5,40,62,61,31,62,06-037-1201,Reseda,AQS,aqidaily2017.csv
9,05/12/2017,PM2.5,31,73,50,33,73,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2017.csv
9,05/13/2017,Ozone,28,67,67,31,60,06-037-0002,Azusa,AQS,aqidaily2017.csv
9,05/14/2017,Ozone,27,67,67,24,66,06-037-1201,Reseda,AQS,aqidaily2017.csv
